	Date	Intensity
0	(05-29) 18:39:00	103.03698857625325
1	(05-29) 18:39:01	103.03698857625325
2	(05-29) 18:39:02	103.03698857625325
3	(05-29) 18:39:03	103.03698857625325
4	(05-29) 18:39:04	103.03698857625325
5	(05-29) 18:39:05	103.03698857625325
6	(05-29) 18:39:06	103.03698857625325
7	(05-29) 18:39:09	103.03698857625325
8	(05-29) 18:39:13	101.86899439493816
9	(05-29) 18:39:17	101.86899439493816
10	(05-29) 18:39:21	101.86899439493816
11	(05-29) 18:39:25	101.86899439493816
12	(05-29) 18:39:29	101.86899439493816
13	(05-29) 18:39:33	101.86899439493816
14	(05-29) 18:39:37	101.86899439493816
15	(05-29) 18:39:41	101.86899439493816
16	(05-29) 18:39:45	101.86899439493816
17	(05-29) 18:39:49	101.86899439493816
18	(05-29) 18:39:53	101.86899439493816
19	(05-29) 18:40:02	101.86899439493816
20	(05-29) 18:40:02	101.86899439493816
21	(05-29) 18:40:05	101.86899439493816
22	(05-29) 18:40:09	101.86899439493816
23	(05-29) 18:40:13	101.01202011108398
24	(05-29) 18:40:17	101.01202011108398
25	(05-29) 18:40:21	101.01202011108398
26	(05-29) 18:40:25	101.01202011108398
27	(05-29) 18:40:28	101.01202011108398
28	(05-29) 18:40:32	101.01202011108398
29	(05-29) 18:40:36	101.01202011108398
30	(05-29) 18:40:40	101.01202011108398
31	(05-29) 18:40:44	101.01202011108398
32	(05-29) 18:40:48	101.01202011108398
33	(05-29) 18:40:52	101.01202011108398
34	(05-29) 18:40:56	101.01202011108398
35	(05-29) 18:41:00	101.01202011108398
36	(05-29) 18:41:05	101.01202011108398
37	(05-29) 18:41:09	101.60133616129558
38	(05-29) 18:41:13	101.60133616129558
39	(05-29) 18:41:17	101.60133616129558
40	(05-29) 18:41:21	101.60133616129558
41	(05-29) 18:41:25	101.60133616129558
42	(05-29) 18:41:29	101.60133616129558
43	(05-29) 18:41:33	101.60133616129558
44	(05-29) 18:41:37	101.60133616129558
45	(05-29) 18:41:41	101.60133616129558
46	(05-29) 18:41:45	101.60133616129558
47	(05-29) 18:41:49	101.60133616129558
48	(05-29) 18:41:53	101.60133616129558
49	(05-29) 18:41:57	101.60133616129558
50	(05-29) 18:42:01	101.60133616129558
51	(05-29) 18:42:09	101.60133616129558
52	(05-29) 18:42:13	101.79290135701497
53	(05-29) 18:42:17	101.79290135701497
54	(05-29) 18:42:21	101.79290135701497
55	(05-29) 18:42:25	101.79290135701497
56	(05-29) 18:42:29	101.79290135701497
57	(05-29) 18:42:33	101.79290135701497
58	(05-29) 18:42:38	101.79290135701497
59	(05-29) 18:42:41	101.79290135701497
60	(05-29) 18:42:45	101.79290135701497
61	(05-29) 18:42:49	101.79290135701497
62	(05-29) 18:42:53	101.79290135701497
63	(05-29) 18:42:57	101.79290135701497
64	(05-29) 18:43:01	101.79290135701497
65	(05-29) 18:43:05	101.79290135701497
66	(05-29) 18:43:09	101.86984380086263
67	(05-29) 18:43:13	101.86984380086263
68	(05-29) 18:43:17	101.86984380086263
69	(05-29) 18:43:21	101.86984380086263
70	(05-29) 18:43:25	101.86984380086263
71	(05-29) 18:43:29	101.86984380086263
72	(05-29) 18:43:33	101.86984380086263
73	(05-29) 18:43:37	101.86984380086263
74	(05-29) 18:43:41	101.86984380086263
75	(05-29) 18:43:45	101.86984380086263
76	(05-29) 18:43:49	101.86984380086263
77	(05-29) 18:43:53	101.86984380086263
78	(05-29) 18:43:57	101.86984380086263
79	(05-29) 18:44:00	101.86984380086263
80	(05-29) 18:44:04	101.86984380086263
81	(05-29) 18:44:08	101.86984380086263
82	(05-29) 18:44:13	102.0240109761556
83	(05-29) 18:44:16	102.0240109761556
84	(05-29) 18:44:21	102.0240109761556
85	(05-29) 18:44:25	102.0240109761556
86	(05-29) 18:44:29	102.0240109761556
87	(05-29) 18:44:33	102.0240109761556
88	(05-29) 18:44:37	102.0240109761556
89	(05-29) 18:44:41	102.0240109761556
90	(05-29) 18:44:45	102.0240109761556
91	(05-29) 18:44:49	102.0240109761556
92	(05-29) 18:44:53	102.0240109761556
93	(05-29) 18:44:57	102.0240109761556
94	(05-29) 18:45:01	102.0240109761556
95	(05-29) 18:45:05	102.0240109761556
96	(05-29) 18:45:09	101.75842030843098
97	(05-29) 18:45:13	101.75842030843098
98	(05-29) 18:45:17	101.75842030843098
99	(05-29) 18:45:21	101.75842030843098
100	(05-29) 18:45:25	101.75842030843098
101	(05-29) 18:45:29	101.75842030843098
102	(05-29) 18:45:33	101.75842030843098
103	(05-29) 18:45:37	101.75842030843098
104	(05-29) 18:45:41	101.75842030843098
105	(05-29) 18:45:45	101.75842030843098
106	(05-29) 18:45:49	101.75842030843098
107	(05-29) 18:45:53	101.75842030843098
108	(05-29) 18:45:57	101.75842030843098
109	(05-29) 18:46:01	101.75842030843098
110	(05-29) 18:46:05	101.75842030843098
111	(05-29) 18:46:09	102.16160583496094
112	(05-29) 18:46:13	102.16160583496094
113	(05-29) 18:46:17	102.16160583496094
114	(05-29) 18:46:21	102.16160583496094
115	(05-29) 18:46:25	102.16160583496094
116	(05-29) 18:46:29	102.16160583496094
117	(05-29) 18:46:33	102.16160583496094
118	(05-29) 18:46:37	102.16160583496094
119	(05-29) 18:46:41	102.16160583496094
120	(05-29) 18:46:45	102.16160583496094
121	(05-29) 18:46:52	102.16160583496094
122	(05-29) 18:46:53	102.16160583496094
123	(05-29) 18:46:57	102.16160583496094
124	(05-29) 18:47:01	102.16160583496094
125	(05-29) 18:47:05	102.16160583496094
126	(05-29) 18:47:09	99.61227544148763
127	(05-29) 18:47:13	99.61227544148763
128	(05-29) 18:47:17	99.61227544148763
129	(05-29) 18:47:21	99.61227544148763
130	(05-29) 18:47:25	99.61227544148763
131	(05-29) 18:47:29	99.61227544148763
132	(05-29) 18:47:33	99.61227544148763
133	(05-29) 18:47:37	99.61227544148763
134	(05-29) 18:47:41	99.61227544148763
135	(05-29) 18:47:45	99.61227544148763
136	(05-29) 18:47:49	99.61227544148763
137	(05-29) 18:47:53	99.61227544148763
138	(05-29) 18:47:57	99.61227544148763
139	(05-29) 18:48:01	99.61227544148763
140	(05-29) 18:48:05	99.61227544148763
141	(05-29) 18:48:09	99.36764907836914
142	(05-29) 18:48:13	99.36764907836914
143	(05-29) 18:48:17	99.36764907836914
144	(05-29) 18:48:21	99.36764907836914
145	(05-29) 18:48:25	99.36764907836914
146	(05-29) 18:48:29	99.36764907836914
147	(05-29) 18:48:33	99.36764907836914
148	(05-29) 18:48:37	99.36764907836914
149	(05-29) 18:48:44	99.36764907836914
150	(05-29) 18:48:45	99.36764907836914
151	(05-29) 18:48:49	99.36764907836914
152	(05-29) 18:48:53	99.36764907836914
153	(05-29) 18:48:57	99.36764907836914
154	(05-29) 18:49:01	99.36764907836914
155	(05-29) 18:49:06	99.36764907836914
156	(05-29) 18:49:11	99.36764907836914
157	(05-29) 18:49:13	99.372132619222
158	(05-29) 18:49:17	99.372132619222
159	(05-29) 18:49:21	99.372132619222
160	(05-29) 18:49:25	99.372132619222
161	(05-29) 18:49:29	99.372132619222
162	(05-29) 18:49:33	99.372132619222
163	(05-29) 18:49:37	99.372132619222
164	(05-29) 18:49:41	99.372132619222
165	(05-29) 18:49:45	99.372132619222
166	(05-29) 18:49:49	99.372132619222
167	(05-29) 18:49:53	99.372132619222
168	(05-29) 18:49:57	99.372132619222
169	(05-29) 18:50:01	99.372132619222
170	(05-29) 18:50:05	99.372132619222
171	(05-29) 18:50:09	99.372132619222
172	(05-29) 18:50:13	98.52952194213867
173	(05-29) 18:50:17	98.52952194213867
174	(05-29) 18:50:21	98.52952194213867
175	(05-29) 18:50:25	98.52952194213867
176	(05-29) 18:50:29	98.52952194213867
177	(05-29) 18:50:33	98.52952194213867
178	(05-29) 18:50:38	98.52952194213867
179	(05-29) 18:50:42	98.52952194213867
180	(05-29) 18:50:46	98.52952194213867
181	(05-29) 18:50:49	98.52952194213867
182	(05-29) 18:50:53	98.52952194213867
183	(05-29) 18:50:57	98.52952194213867
184	(05-29) 18:51:01	98.52952194213867
185	(05-29) 18:51:05	98.52952194213867
186	(05-29) 18:51:09	98.52952194213867
187	(05-29) 18:51:13	97.71480178833008
188	(05-29) 18:51:17	97.71480178833008
189	(05-29) 18:51:21	97.71480178833008
190	(05-29) 18:51:25	97.71480178833008
191	(05-29) 18:51:29	97.71480178833008
192	(05-29) 18:51:33	97.71480178833008
193	(05-29) 18:51:37	97.71480178833008
194	(05-29) 18:51:41	97.71480178833008
195	(05-29) 18:51:45	97.71480178833008
196	(05-29) 18:51:49	97.71480178833008
197	(05-29) 18:51:53	97.71480178833008
198	(05-29) 18:51:57	97.71480178833008
199	(05-29) 18:52:01	97.71480178833008
200	(05-29) 18:52:05	97.71480178833008
201	(05-29) 18:52:09	97.71480178833008
202	(05-29) 18:52:13	103.15155792236328
203	(05-29) 18:52:18	103.15155792236328
204	(05-29) 18:52:21	103.15155792236328
205	(05-29) 18:52:25	103.15155792236328
206	(05-29) 18:52:29	103.15155792236328
207	(05-29) 18:52:33	103.15155792236328
208	(05-29) 18:52:38	103.15155792236328
209	(05-29) 18:52:41	103.15155792236328
210	(05-29) 18:52:45	103.15155792236328
211	(05-29) 18:52:49	103.15155792236328
212	(05-29) 18:52:53	103.15155792236328
213	(05-29) 18:52:57	103.15155792236328
214	(05-29) 18:53:01	103.15155792236328
215	(05-29) 18:53:05	103.15155792236328
216	(05-29) 18:53:10	103.15155792236328
217	(05-29) 18:53:13	98.97978973388672
218	(05-29) 18:53:18	98.97978973388672
219	(05-29) 18:53:21	98.97978973388672
220	(05-29) 18:53:27	98.97978973388672
221	(05-29) 18:53:30	98.97978973388672
222	(05-29) 18:53:34	98.97978973388672
223	(05-29) 18:53:37	98.97978973388672
224	(05-29) 18:53:41	98.97978973388672
225	(05-29) 18:53:45	98.97978973388672
226	(05-29) 18:53:49	98.97978973388672
227	(05-29) 18:53:53	98.97978973388672
228	(05-29) 18:53:57	98.97978973388672
229	(05-29) 18:54:01	98.97978973388672
230	(05-29) 18:54:05	98.97978973388672
231	(05-29) 18:54:09	99.75952784220378
232	(05-29) 18:54:13	99.75952784220378
233	(05-29) 18:54:17	99.75952784220378
234	(05-29) 18:54:21	99.75952784220378
235	(05-29) 18:54:25	99.75952784220378
236	(05-29) 18:54:29	99.75952784220378
237	(05-29) 18:54:33	99.75952784220378
238	(05-29) 18:54:37	99.75952784220378
239	(05-29) 18:54:41	99.75952784220378
240	(05-29) 18:54:45	99.75952784220378
241	(05-29) 18:54:49	99.75952784220378
242	(05-29) 18:54:53	99.75952784220378
243	(05-29) 18:54:57	99.75952784220378
244	(05-29) 18:55:01	99.75952784220378
245	(05-29) 18:55:05	99.75952784220378
246	(05-29) 18:55:09	99.75952784220378
247	(05-29) 18:55:13	100.1521593729655
248	(05-29) 18:55:17	100.1521593729655
249	(05-29) 18:55:21	100.1521593729655
250	(05-29) 18:55:25	100.1521593729655
251	(05-29) 18:55:29	100.1521593729655
252	(05-29) 18:55:33	100.1521593729655
253	(05-29) 18:55:37	100.1521593729655
254	(05-29) 18:55:41	100.1521593729655
255	(05-29) 18:55:45	100.1521593729655
256	(05-29) 18:55:49	100.1521593729655
257	(05-29) 18:55:53	100.1521593729655
258	(05-29) 18:55:57	100.1521593729655
259	(05-29) 18:56:01	100.1521593729655
260	(05-29) 18:56:05	100.1521593729655
261	(05-29) 18:56:09	101.03679784138997
262	(05-29) 18:56:13	101.03679784138997
263	(05-29) 18:56:17	101.03679784138997
264	(05-29) 18:56:21	101.03679784138997
265	(05-29) 18:56:25	101.03679784138997
266	(05-29) 18:56:29	101.03679784138997
267	(05-29) 18:56:33	101.03679784138997
268	(05-29) 18:56:37	101.03679784138997
269	(05-29) 18:56:41	101.03679784138997
270	(05-29) 18:56:45	101.03679784138997
271	(05-29) 18:56:49	101.03679784138997
272	(05-29) 18:56:54	101.03679784138997
273	(05-29) 18:56:58	101.03679784138997
274	(05-29) 18:57:02	101.03679784138997
275	(05-29) 18:57:06	101.03679784138997
276	(05-29) 18:57:10	99.83343505859375
277	(05-29) 18:57:14	99.83343505859375
278	(05-29) 18:57:18	99.83343505859375
279	(05-29) 18:57:22	99.83343505859375
280	(05-29) 18:57:26	99.83343505859375
281	(05-29) 18:57:30	99.83343505859375
282	(05-29) 18:57:33	99.83343505859375
283	(05-29) 18:57:37	99.83343505859375
284	(05-29) 18:57:41	99.83343505859375
285	(05-29) 18:57:45	99.83343505859375
286	(05-29) 18:57:49	99.83343505859375
287	(05-29) 18:57:53	99.83343505859375
288	(05-29) 18:57:57	99.83343505859375
289	(05-29) 18:58:01	99.83343505859375
290	(05-29) 18:58:05	99.83343505859375
291	(05-29) 18:58:09	98.83832550048828
292	(05-29) 18:58:13	98.83832550048828
293	(05-29) 18:58:17	98.83832550048828
294	(05-29) 18:58:21	98.83832550048828
295	(05-29) 18:58:25	98.83832550048828
296	(05-29) 18:58:29	98.83832550048828
297	(05-29) 18:58:33	98.83832550048828
298	(05-29) 18:58:37	98.83832550048828
299	(05-29) 18:58:41	98.83832550048828
300	(05-29) 18:58:45	98.83832550048828
301	(05-29) 18:58:49	98.83832550048828
302	(05-29) 18:58:53	98.83832550048828
303	(05-29) 18:58:57	98.83832550048828
304	(05-29) 18:59:01	98.83832550048828
305	(05-29) 18:59:05	98.83832550048828
306	(05-29) 18:59:09	96.55202738444011
307	(05-29) 18:59:13	96.55202738444011
308	(05-29) 18:59:17	96.55202738444011
309	(05-29) 18:59:21	96.55202738444011
310	(05-29) 18:59:25	96.55202738444011
311	(05-29) 18:59:29	96.55202738444011
312	(05-29) 18:59:33	96.55202738444011
313	(05-29) 18:59:37	96.55202738444011
314	(05-29) 18:59:41	96.55202738444011
315	(05-29) 18:59:45	96.55202738444011
316	(05-29) 18:59:49	96.55202738444011
317	(05-29) 18:59:53	96.55202738444011
318	(05-29) 18:59:57	96.55202738444011
319	(05-29) 19:00:01	96.55202738444011
320	(05-29) 19:00:06	96.55202738444011
321	(05-29) 19:00:10	96.55202738444011
322	(05-29) 19:00:14	93.94277064005534
323	(05-29) 19:00:18	93.94277064005534
324	(05-29) 19:00:22	93.94277064005534
325	(05-29) 19:00:26	93.94277064005534
326	(05-29) 19:00:30	93.94277064005534
327	(05-29) 19:00:34	93.94277064005534
328	(05-29) 19:00:38	93.94277064005534
329	(05-29) 19:00:42	93.94277064005534
330	(05-29) 19:00:46	93.94277064005534
331	(05-29) 19:00:50	93.94277064005534
332	(05-29) 19:00:54	93.94277064005534
333	(05-29) 19:00:58	93.94277064005534
334	(05-29) 19:01:02	93.94277064005534
335	(05-29) 19:01:06	93.94277064005534
336	(05-29) 19:01:10	98.70946629842122
337	(05-29) 19:01:13	98.70946629842122
338	(05-29) 19:01:17	98.70946629842122
339	(05-29) 19:01:21	98.70946629842122
340	(05-29) 19:01:25	98.70946629842122
341	(05-29) 19:01:29	98.70946629842122
342	(05-29) 19:01:33	98.70946629842122
343	(05-29) 19:01:37	98.70946629842122
344	(05-29) 19:01:41	98.70946629842122
345	(05-29) 19:01:45	98.70946629842122
346	(05-29) 19:01:49	98.70946629842122
347	(05-29) 19:01:53	98.70946629842122
348	(05-29) 19:01:57	98.70946629842122
349	(05-29) 19:02:01	98.70946629842122
350	(05-29) 19:02:05	98.70946629842122
351	(05-29) 19:02:09	98.04139582316081
352	(05-29) 19:02:13	98.04139582316081
353	(05-29) 19:02:17	98.04139582316081
354	(05-29) 19:02:21	98.04139582316081
355	(05-29) 19:02:25	98.04139582316081
356	(05-29) 19:02:29	98.04139582316081
357	(05-29) 19:02:39	98.04139582316081
358	(05-29) 19:02:42	98.04139582316081
359	(05-29) 19:02:46	98.04139582316081
360	(05-29) 19:02:50	98.04139582316081
361	(05-29) 19:02:54	98.04139582316081
362	(05-29) 19:02:58	98.04139582316081
363	(05-29) 19:03:02	98.04139582316081
364	(05-29) 19:03:06	98.04139582316081
365	(05-29) 19:03:13	98.04139582316081
366	(05-29) 19:03:14	98.04139582316081
367	(05-29) 19:03:22	98.05671310424805
368	(05-29) 19:03:27	98.05671310424805
369	(05-29) 19:03:27	98.05671310424805
370	(05-29) 19:03:30	98.05671310424805
371	(05-29) 19:03:36	98.05671310424805
372	(05-29) 19:03:38	98.05671310424805
373	(05-29) 19:03:41	98.05671310424805
374	(05-29) 19:04:07	98.05671310424805
375	(05-29) 19:04:08	98.05671310424805
376	(05-29) 19:04:10	98.05671310424805
377	(05-29) 19:04:14	98.05671310424805
378	(05-29) 19:04:18	98.96563212076823
379	(05-29) 19:04:22	98.96563212076823
380	(05-29) 19:04:26	98.96563212076823
381	(05-29) 19:04:30	98.96563212076823
382	(05-29) 19:04:34	98.96563212076823
383	(05-29) 19:04:38	98.96563212076823
384	(05-29) 19:04:42	98.96563212076823
385	(05-29) 19:04:50	98.96563212076823
386	(05-29) 19:04:58	98.96563212076823
387	(05-29) 19:05:06	98.96563212076823
388	(05-29) 19:05:13	99.30226643880208
389	(05-29) 19:05:21	99.30226643880208
390	(05-29) 19:05:57	99.30226643880208
391	(05-29) 19:09:17	97.27845509847005
392	(05-29) 19:09:21	97.27845509847005
393	(05-29) 19:09:25	97.27845509847005
394	(05-29) 19:09:29	97.27845509847005
395	(05-29) 19:09:33	97.27845509847005
396	(05-29) 19:09:37	97.27845509847005
397	(05-29) 19:09:41	97.27845509847005
398	(05-29) 19:09:45	97.27845509847005
399	(05-29) 19:09:49	97.27845509847005
400	(05-29) 19:09:53	97.27845509847005
401	(05-29) 19:09:57	97.27845509847005
402	(05-29) 19:10:01	97.27845509847005
403	(05-29) 19:10:05	97.27845509847005
404	(05-29) 19:10:09	96.2826754252116
405	(05-29) 19:10:13	96.2826754252116
406	(05-29) 19:12:37	96.49646123250325
407	(05-29) 19:12:45	96.49646123250325
408	(05-29) 19:12:49	96.49646123250325
409	(05-29) 19:12:53	96.49646123250325
410	(05-29) 19:12:57	96.49646123250325
411	(05-29) 19:13:01	96.49646123250325
412	(05-29) 19:13:05	96.49646123250325
413	(05-29) 19:13:09	96.57983016967773
414	(05-29) 19:13:13	96.57983016967773
415	(05-29) 19:13:17	96.57983016967773
416	(05-29) 19:13:21	96.57983016967773
417	(05-29) 19:13:25	96.57983016967773
418	(05-29) 19:13:29	96.57983016967773
419	(05-29) 19:13:34	96.57983016967773
420	(05-29) 19:13:38	96.57983016967773
421	(05-29) 19:13:42	96.57983016967773
422	(05-29) 19:13:46	96.57983016967773
423	(05-29) 19:13:50	96.57983016967773
424	(05-29) 19:13:54	96.57983016967773
425	(05-29) 19:13:58	96.57983016967773
426	(05-29) 19:14:02	96.57983016967773
427	(05-29) 19:14:06	96.57983016967773
428	(05-29) 19:14:58	96.76417032877605
429	(05-29) 19:15:21	96.8148905436198
430	(05-29) 19:15:37	96.8148905436198
431	(05-29) 19:15:41	96.8148905436198
432	(05-29) 19:15:45	96.8148905436198
433	(05-29) 19:15:49	96.8148905436198
434	(05-29) 19:15:53	96.8148905436198
435	(05-29) 19:15:57	96.8148905436198
436	(05-29) 19:16:01	96.8148905436198
437	(05-29) 19:16:05	96.8148905436198
438	(05-29) 19:16:09	97.99880345662434
439	(05-29) 19:16:13	97.99880345662434
440	(05-29) 19:16:17	97.99880345662434
441	(05-29) 19:16:22	97.99880345662434
442	(05-29) 19:16:25	97.99880345662434
443	(05-29) 19:16:29	97.99880345662434
444	(05-29) 19:16:33	97.99880345662434
445	(05-29) 19:16:38	97.99880345662434
446	(05-29) 19:17:05	97.99880345662434
447	(05-29) 19:17:09	95.94624710083008
448	(05-29) 19:17:13	95.94624710083008
449	(05-29) 19:17:17	95.94624710083008
450	(05-29) 19:17:21	95.94624710083008
451	(05-29) 19:17:25	95.94624710083008
452	(05-29) 19:17:29	95.94624710083008
453	(05-29) 19:17:33	95.94624710083008
454	(05-29) 19:17:38	95.94624710083008
455	(05-29) 19:17:41	95.94624710083008
456	(05-29) 19:17:46	95.94624710083008
457	(05-29) 19:17:50	95.94624710083008
458	(05-29) 19:17:53	95.94624710083008
459	(05-29) 19:17:57	95.94624710083008
460	(05-29) 19:18:02	95.94624710083008
461	(05-29) 19:18:05	95.94624710083008
462	(05-29) 19:18:10	95.94624710083008
463	(05-29) 19:18:14	95.94624710083008
464	(05-29) 19:18:18	96.93487040201823
465	(05-29) 19:18:22	96.93487040201823
466	(05-29) 19:18:26	96.93487040201823
467	(05-29) 19:18:30	96.93487040201823
468	(05-29) 19:18:34	96.93487040201823
469	(05-29) 19:18:38	96.93487040201823
470	(05-29) 19:18:42	96.93487040201823
471	(05-29) 19:18:46	96.93487040201823
472	(05-29) 19:18:50	96.93487040201823
473	(05-29) 19:18:54	96.93487040201823
474	(05-29) 19:18:58	96.93487040201823
475	(05-29) 19:19:01	96.93487040201823
476	(05-29) 19:19:06	96.93487040201823
477	(05-29) 19:19:09	96.09781392415364
478	(05-29) 19:19:13	96.09781392415364
479	(05-29) 19:19:17	96.09781392415364
480	(05-29) 19:19:21	96.09781392415364
481	(05-29) 19:19:25	96.09781392415364
482	(05-29) 19:19:29	96.09781392415364
483	(05-29) 19:19:33	96.09781392415364
484	(05-29) 19:19:37	96.09781392415364
485	(05-29) 19:19:41	96.09781392415364
486	(05-29) 19:19:45	96.09781392415364
487	(05-29) 19:19:49	96.09781392415364
488	(05-29) 19:19:54	96.09781392415364
489	(05-29) 19:19:58	96.09781392415364
490	(05-29) 19:20:02	96.09781392415364
491	(05-29) 19:20:06	96.09781392415364
492	(05-29) 19:20:10	96.09781392415364
493	(05-29) 19:20:14	94.75833384195964
494	(05-29) 19:20:18	94.75833384195964
495	(05-29) 19:20:22	94.75833384195964
496	(05-29) 19:20:26	94.75833384195964
497	(05-29) 19:20:30	94.75833384195964
498	(05-29) 19:20:39	94.75833384195964
499	(05-29) 19:20:40	94.75833384195964
500	(05-29) 19:20:42	94.75833384195964
501	(05-29) 19:20:46	94.75833384195964
502	(05-29) 19:20:50	94.75833384195964
503	(05-29) 19:20:54	94.75833384195964
504	(05-29) 19:20:58	94.75833384195964
505	(05-29) 19:21:02	94.75833384195964
506	(05-29) 19:21:06	94.75833384195964
507	(05-29) 19:21:10	94.75833384195964
508	(05-29) 19:21:14	98.6129887898763
509	(05-29) 19:21:18	98.6129887898763
510	(05-29) 19:21:22	98.6129887898763
511	(05-29) 19:21:26	98.6129887898763
512	(05-29) 19:21:30	98.6129887898763
513	(05-29) 19:21:34	98.6129887898763
514	(05-29) 19:21:38	98.6129887898763
515	(05-29) 19:21:42	98.6129887898763
516	(05-29) 19:21:46	98.6129887898763
517	(05-29) 19:21:50	98.6129887898763
518	(05-29) 19:21:54	98.6129887898763
519	(05-29) 19:21:58	98.6129887898763
520	(05-29) 19:22:02	98.6129887898763
521	(05-29) 19:22:06	98.6129887898763
522	(05-29) 19:22:10	97.78226979573567
523	(05-29) 19:22:14	97.78226979573567
524	(05-29) 19:22:18	97.78226979573567
525	(05-29) 19:22:22	97.78226979573567
526	(05-29) 19:22:26	97.78226979573567
527	(05-29) 19:22:30	97.78226979573567
528	(05-29) 19:22:33	97.78226979573567
529	(05-29) 19:22:38	97.78226979573567
530	(05-29) 19:22:41	97.78226979573567
